id,datetime,latitude,longitude,depth_km,magnitude,location,month,year
26 January 2022 - 02:30 AM-7.8100-121.9500-1.7,26 January 2022 - 02:30 AM,7.81,121.95,24,1.7,021  km N 89° W of Baliguian (Zamboanga Del Norte),January,2022
26 January 2022 - 02:14 AM-11.5800-121.3000-1.9,26 January 2022 - 02:14 AM,11.58,121.3,18,1.9,048  km S 35° W of Caluya (Antique),January,2022
26 January 2022 - 02:06 AM-11.4700-121.2800-2.7,26 January 2022 - 02:06 AM,11.47,121.28,9,2.7,059  km S 30° W of Caluya (Antique),January,2022
26 January 2022 - 02:04 AM-9.8200-126.1800-2.8,26 January 2022 - 02:04 AM,9.82,126.18,1,2.8,005  km N 38° E of General Luna (Surigao Del Norte),January,2022
26 January 2022 - 01:56 AM-10.1300-126.0200-2.6,26 January 2022 - 01:56 AM,10.13,126.02,21,2.6,023  km N 19° W of San Isidro (Surigao Del Norte),January,2022
26 January 2022 - 12:33 AM-13.8800-124.0200-2.7,26 January 2022 - 12:33 AM,13.88,124.02,4,2.7,032  km N 16° W of San Andres (Catanduanes),January,2022
25 January 2022 - 05:57 PM-14.3900-121.7800-1.9,25 January 2022 - 05:57 PM,14.39,121.78,9,1.9,015  km N 20° W of Cagbalete Island (Mauban) (Quezon),January,2022
25 January 2022 - 04:14 PM-18.4100-120.9300-2.2,25 January 2022 - 04:14 PM,18.41,120.93,17,2.2,007  km S 29° E of Adams (Ilocos Norte),January,2022
25 January 2022 - 03:26 PM-10.1900-123.2500-1.6,25 January 2022 - 03:26 PM,10.19,123.25,21,1.6,009  km N 16° W of City Of Guihulngan (Negros Oriental),January,2022
25 January 2022 - 03:06 PM-14.4400-123.7700-3.2,25 January 2022 - 03:06 PM,14.44,123.77,33,3.2,061  km N 44° W of Pandan (Catanduanes),January,2022
25 January 2022 - 02:35 PM-15.6400-122.5400-3.0,25 January 2022 - 02:35 PM,15.64,122.54,19,3.0,083  km S 32° E of Casiguran (Aurora),January,2022
25 January 2022 - 02:22 PM-10.8200-125.5900-2.8,25 January 2022 - 02:22 PM,10.82,125.59,11,2.8,017  km N 61° W of Homonhon Island (Guiuan) (Eastern Samar),January,2022
25 January 2022 - 01:17 PM-13.7000-120.5300-2.1,25 January 2022 - 01:17 PM,13.7,120.53,109,2.1,019  km S 37° W of Calatagan (Batangas),January,2022
25 January 2022 - 11:57 AM-10.2700-127.2200-3.4,25 January 2022 - 11:57 AM,10.27,127.22,15,3.4,128  km N 65° E of General Luna (Surigao Del Norte),January,2022
25 January 2022 - 11:53 AM-19.1000-121.0800-3.4,25 January 2022 - 11:53 AM,19.1,121.08,10,3.4,029  km N 06° E of Dalupiri Island (Calayan) (Cagayan),January,2022
25 January 2022 - 11:27 AM-6.7200-126.6900-2.6,25 January 2022 - 11:27 AM,6.72,126.69,32,2.6,045  km S 36° E of Tarragona (Davao Oriental),January,2022
25 January 2022 - 09:56 AM-7.8500-126.5600-3.7,25 January 2022 - 09:56 AM,7.85,126.56,17,3.7,013  km N 61° E of Cateel (Davao Oriental),January,2022
25 January 2022 - 04:12 AM-13.5500-120.7000-2.6,25 January 2022 - 04:12 AM,13.55,120.7,118,2.6,032  km S 13° E of Calatagan (Batangas),January,2022
25 January 2022 - 03:37 AM-15.1500-119.7600-1.7,25 January 2022 - 03:37 AM,15.15,119.76,40,1.7,030  km S 49° W of Iba (Zambales),January,2022
25 January 2022 - 03:23 AM-3.2100-126.7800-4.3,25 January 2022 - 03:23 AM,3.21,126.78,33,4.3,286  km S 32° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),January,2022
25 January 2022 - 03:20 AM-13.7200-120.6600-2.1,25 January 2022 - 03:20 AM,13.72,120.66,102,2.1,012  km S 12° E of Calatagan (Batangas),January,2022
25 January 2022 - 02:57 AM-8.5400-124.3100-2.6,25 January 2022 - 02:57 AM,8.54,124.31,3,2.6,006  km S 63° W of Libertad (Misamis Oriental),January,2022
25 January 2022 - 02:09 AM-13.7500-120.5800-1.9,25 January 2022 - 02:09 AM,13.75,120.58,94,1.9,010  km S 33° W of Calatagan (Batangas),January,2022
25 January 2022 - 02:01 AM-17.6300-120.5000-2.5,25 January 2022 - 02:01 AM,17.63,120.5,19,2.5,010  km N 11° W of San Quintin (Abra),January,2022
25 January 2022 - 12:46 AM-13.0200-121.0000-2.1,25 January 2022 - 12:46 AM,13.02,121.0,4,2.1,031  km N 51° E of Sablayan (Occidental Mindoro),January,2022
24 January 2022 - 11:47 PM-12.3700-120.8000-1.8,24 January 2022 - 11:47 PM,12.37,120.8,26,1.8,021  km S 60° W of Rizal (Occidental Mindoro),January,2022
24 January 2022 - 11:28 PM-17.1700-120.3100-2.0,24 January 2022 - 11:28 PM,17.17,120.31,6,2.0,014  km 00 °est of City Of Candon (Ilocos Sur),January,2022
24 January 2022 - 10:19 PM-19.7100-121.5200-2.8,24 January 2022 - 10:19 PM,19.71,121.52,25,2.8,046  km N 62° W of Babuyan Island (Calayan) (Cagayan),January,2022
24 January 2022 - 08:48 PM-5.9700-124.7600-2.2,24 January 2022 - 08:48 PM,5.97,124.76,2,2.2,015  km S 81° E of Kiamba (Sarangani),January,2022
24 January 2022 - 08:10 PM-7.8100-126.6000-3.0,24 January 2022 - 08:10 PM,7.81,126.6,22,3.0,016  km N 84° E of Cateel (Davao Oriental),January,2022
24 January 2022 - 07:54 PM-8.9700-126.4000-2.3,24 January 2022 - 07:54 PM,8.97,126.4,25,2.3,013  km S 89° E of Bayabas (Surigao Del Sur),January,2022
24 January 2022 - 06:26 PM-7.1100-126.8800-2.8,24 January 2022 - 06:26 PM,7.11,126.88,10,2.8,040  km S 73° E of Manay (Davao Oriental),January,2022
24 January 2022 - 05:54 PM-7.0700-127.1000-3.1,24 January 2022 - 05:54 PM,7.07,127.1,16,3.1,063  km S 76° E of Manay (Davao Oriental),January,2022
24 January 2022 - 05:46 PM-18.8700-121.2000-2.7,24 January 2022 - 05:46 PM,18.87,121.2,16,2.7,018  km N 82° W of Fuga Island (Aparri) (Cagayan),January,2022
24 January 2022 - 04:57 PM-15.9100-119.3200-2.7,24 January 2022 - 04:57 PM,15.91,119.32,7,2.7,056  km S 66° W of Agno (Pangasinan),January,2022
24 January 2022 - 03:57 PM-8.9400-126.3800-2.7,24 January 2022 - 03:57 PM,8.94,126.38,17,2.7,011  km S 76° E of Bayabas (Surigao Del Sur),January,2022
24 January 2022 - 08:51 AM-5.6700-124.4400-2.5,24 January 2022 - 08:51 AM,5.67,124.44,23,2.5,041  km S 30° W of Kiamba (Sarangani),January,2022
24 January 2022 - 05:25 AM-13.9200-120.5200-1.8,24 January 2022 - 05:25 AM,13.92,120.52,103,1.8,016  km N 53° W of Calatagan (Batangas),January,2022
24 January 2022 - 05:06 AM-11.4700-124.3100-2.7,24 January 2022 - 05:06 AM,11.47,124.31,7,2.7,009  km N 31° W of San Isidro (Leyte),January,2022
24 January 2022 - 04:42 AM-4.4300-125.8200-3.0,24 January 2022 - 04:42 AM,4.43,125.82,98,3.0,117  km S 22° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),January,2022
24 January 2022 - 04:01 AM-5.6300-124.9400-2.5,24 January 2022 - 04:01 AM,5.63,124.94,40,2.5,026  km S 14° W of Maasim (Sarangani),January,2022
24 January 2022 - 03:45 AM-7.3400-125.6200-2.8,24 January 2022 - 03:45 AM,7.34,125.62,13,2.8,009  km N 45° W of City Of Panabo (Davao Del Norte),January,2022
24 January 2022 - 03:40 AM-13.0700-120.7800-2.1,24 January 2022 - 03:40 AM,13.07,120.78,47,2.1,006  km S 81° E of Santa Cruz (Occidental Mindoro),January,2022
24 January 2022 - 03:32 AM-7.2700-125.6400-2.0,24 January 2022 - 03:32 AM,7.27,125.64,22,2.0,004  km S 74° W of City Of Panabo (Davao Del Norte),January,2022
24 January 2022 - 02:53 AM-10.4400-125.1700-2.8,24 January 2022 - 02:53 AM,10.44,125.17,1,2.8,006  km N 07° W of Hinunangan (Southern Leyte),January,2022
24 January 2022 - 02:09 AM-6.1100-126.5900-3.4,24 January 2022 - 02:09 AM,6.11,126.59,13,3.4,083  km S 44° E of Governor Generoso (Davao Oriental),January,2022
24 January 2022 - 02:08 AM-13.5600-120.6200-2.4,24 January 2022 - 02:08 AM,13.56,120.62,80,2.4,011  km N 47° W of Abra De Ilog (Occidental Mindoro),January,2022
24 January 2022 - 01:15 AM-8.0200-125.9900-2.7,24 January 2022 - 01:15 AM,8.02,125.99,2,2.7,007  km S 39° E of Veruela (Agusan Del Sur),January,2022
24 January 2022 - 01:13 AM-10.3800-125.2800-2.5,24 January 2022 - 01:13 AM,10.38,125.28,16,2.5,003  km S 32° E of Hinunangan (Southern Leyte),January,2022
24 January 2022 - 01:07 AM-17.2400-120.5500-2.6,24 January 2022 - 01:07 AM,17.24,120.55,88,2.6,003  km N 79° W of San Emilio (Ilocos Sur),January,2022
24 January 2022 - 12:04 AM-13.6200-120.6100-2.3,24 January 2022 - 12:04 AM,13.62,120.61,159,2.3,023  km S 07° W of Calatagan (Batangas),January,2022
23 January 2022 - 11:12 PM-17.8800-119.7500-2.9,23 January 2022 - 11:12 PM,17.88,119.75,2,2.9,073  km N 64° W of Santa Catalina (Ilocos Sur),January,2022
23 January 2022 - 11:09 PM-17.8500-119.6000-3.2,23 January 2022 - 11:09 PM,17.85,119.6,7,3.2,086  km N 70° W of Santa Catalina (Ilocos Sur),January,2022
23 January 2022 - 10:10 PM-10.6000-122.4300-3.1,23 January 2022 - 10:10 PM,10.6,122.43,1,3.1,011  km S 28° W of Oton (Iloilo),January,2022
23 January 2022 - 09:09 PM-4.4400-125.7800-3.1,23 January 2022 - 09:09 PM,4.44,125.78,94,3.1,109  km S 17° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),January,2022
23 January 2022 - 08:37 PM-15.0800-120.6300-1.9,23 January 2022 - 08:37 PM,15.08,120.63,14,1.9,010  km N 85° E of Porac (Pampanga),January,2022
23 January 2022 - 06:13 PM-3.3400-126.4000-4.0,23 January 2022 - 06:13 PM,3.34,126.4,15,4.0,254  km S 25° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),January,2022
23 January 2022 - 05:55 PM-14.0000-122.6100-2.1,23 January 2022 - 05:55 PM,14.0,122.61,4,2.1,008  km N 10° E of Del Gallego (Camarines Sur),January,2022
23 January 2022 - 02:41 PM-20.0600-120.8500-3.8,23 January 2022 - 02:41 PM,20.06,120.85,14,3.8,111  km S 74° W of Sabtang (Batanes),January,2022
23 January 2022 - 02:23 PM-6.9700-127.3000-5.3,23 January 2022 - 02:23 PM,6.97,127.3,9,5.3,088  km S 73° E of Manay (Davao Oriental),January,2022
23 January 2022 - 02:15 PM-6.9700-127.2700-4.9,23 January 2022 - 02:15 PM,6.97,127.27,13,4.9,080  km S 72° E of Manay (Davao Oriental),January,2022
23 January 2022 - 02:04 PM-12.4700-124.9600-2.3,23 January 2022 - 02:04 PM,12.47,124.96,9,2.3,011  km S 19° E of Pambujan (Northern Samar),January,2022
23 January 2022 - 01:11 PM-6.8400-127.5800-3.9,23 January 2022 - 01:11 PM,6.84,127.58,8,3.9,122  km S 70° E of Manay (Davao Oriental),January,2022
23 January 2022 - 01:00 PM-7.8700-121.7400-3.3,23 January 2022 - 01:00 PM,7.87,121.74,13,3.3,047  km N 67° W of Siocon (Zamboanga Del Norte),January,2022
23 January 2022 - 12:35 PM-16.3400-119.2800-3.3,23 January 2022 - 12:35 PM,16.34,119.28,15,3.3,061  km N 66° W of Agno (Pangasinan),January,2022
23 January 2022 - 12:26 PM-7.9900-126.4500-2.2,23 January 2022 - 12:26 PM,7.99,126.45,12,2.2,007  km S 32° E of Lingig (Surigao Del Sur),January,2022
23 January 2022 - 11:23 AM-5.7000-126.6200-3.6,23 January 2022 - 11:23 AM,5.7,126.62,43,3.6,111  km S 78° E of Jose Abad Santos (Davao Occidental),January,2022
23 January 2022 - 10:04 AM-5.6900-126.7600-2.4,23 January 2022 - 10:04 AM,5.69,126.76,66,2.4,126  km S 79° E of Jose Abad Santos (Davao Occidental),January,2022
23 January 2022 - 09:12 AM-3.2400-126.6300-4.3,23 January 2022 - 09:12 AM,3.24,126.63,55,4.3,275  km S 29° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),January,2022
23 January 2022 - 08:42 AM-9.6900-125.7900-2.6,23 January 2022 - 08:42 AM,9.69,125.79,163,2.6,020  km N 68° W of Socorro (Surigao Del Norte),January,2022
23 January 2022 - 08:28 AM-8.9700-126.7600-2.4,23 January 2022 - 08:28 AM,8.97,126.76,1,2.4,050  km N 83° E of Cagwait (Surigao Del Sur),January,2022
23 January 2022 - 06:07 AM-13.6700-120.5600-4.9,23 January 2022 - 06:07 AM,13.67,120.56,112,4.9,020  km S 23° W of Calatagan (Batangas),January,2022
23 January 2022 - 05:36 AM-10.1100-126.3600-2.6,23 January 2022 - 05:36 AM,10.11,126.36,2,2.6,033  km N 72° E of Burgos (Surigao Del Norte),January,2022
23 January 2022 - 05:12 AM-3.2600-126.6400-4.1,23 January 2022 - 05:12 AM,3.26,126.64,26,4.1,276  km S 29° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),January,2022
23 January 2022 - 04:43 AM-14.2000-120.5400-3.5,23 January 2022 - 04:43 AM,14.2,120.54,203,3.5,017  km N 35° W of Nasugbu (Batangas),January,2022
23 January 2022 - 04:06 AM-9.7600-124.7400-2.9,23 January 2022 - 04:06 AM,9.76,124.74,6,2.9,040  km S 64° W of Limasawa (Southern Leyte),January,2022
23 January 2022 - 03:53 AM-10.4400-125.1400-2.2,23 January 2022 - 03:53 AM,10.44,125.14,6,2.2,008  km N 51° W of Hinunangan (Southern Leyte),January,2022
23 January 2022 - 03:25 AM-10.1800-126.8600-2.5,23 January 2022 - 03:25 AM,10.18,126.86,14,2.5,089  km N 61° E of General Luna (Surigao Del Norte),January,2022
23 January 2022 - 03:17 AM-3.4800-126.2100-3.4,23 January 2022 - 03:17 AM,3.48,126.21,33,3.4,231  km S 22° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),January,2022
23 January 2022 - 03:16 AM-9.2600-126.4800-2.2,23 January 2022 - 03:16 AM,9.26,126.48,8,2.2,032  km S 87° E of Cortes (Surigao Del Sur),January,2022
23 January 2022 - 03:07 AM-16.3400-120.6400-1.9,23 January 2022 - 03:07 AM,16.34,120.64,33,1.9,005  km S 66° W of Itogon (Benguet),January,2022
23 January 2022 - 02:46 AM-16.1800-120.4500-1.8,23 January 2022 - 02:46 AM,16.18,120.45,23,1.8,006  km N 83° W of Sison (Pangasinan),January,2022
23 January 2022 - 02:42 AM-18.3000-120.4900-1.8,23 January 2022 - 02:42 AM,18.3,120.49,33,1.8,015  km S 73° W of Pasuquin (Ilocos Norte),January,2022
23 January 2022 - 01:39 AM-13.8500-120.4200-3.4,23 January 2022 - 01:39 AM,13.85,120.42,79,3.4,023  km N 85° W of Calatagan (Batangas),January,2022
23 January 2022 - 12:44 AM-14.9500-120.0200-1.9,23 January 2022 - 12:44 AM,14.95,120.02,33,1.9,007  km S 89° W of San Antonio (Zambales),January,2022
23 January 2022 - 12:02 AM-7.4300-126.8000-2.0,23 January 2022 - 12:02 AM,7.43,126.8,126,2.0,028  km N 66° E of Caraga (Davao Oriental),January,2022
22 January 2022 - 11:53 PM-13.7600-120.4100-1.7,22 January 2022 - 11:53 PM,13.76,120.41,44,1.7,018  km N 74° E of Looc (Occidental Mindoro),January,2022
22 January 2022 - 11:48 PM-9.7100-122.3800-2.0,22 January 2022 - 11:48 PM,9.71,122.38,30,2.0,009  km S 38° W of City Of Sipalay (Negros Occidental),January,2022
22 January 2022 - 11:45 PM-13.7600-120.6400-2.0,22 January 2022 - 11:45 PM,13.76,120.64,101,2.0,008  km S 04° E of Calatagan (Batangas),January,2022
22 January 2022 - 11:44 PM-9.7900-123.9200-1.8,22 January 2022 - 11:44 PM,9.79,123.92,32,1.8,003  km N 69° E of Antequera (Bohol),January,2022
22 January 2022 - 11:33 PM-17.9700-120.4400-1.7,22 January 2022 - 11:33 PM,17.97,120.44,23,1.7,008  km S 43° W of Currimao (Ilocos Norte),January,2022
22 January 2022 - 11:33 PM-13.7600-120.6000-1.8,22 January 2022 - 11:33 PM,13.76,120.6,99,1.8,008  km S 23° W of Calatagan (Batangas),January,2022
22 January 2022 - 09:49 PM-2.4300-126.9100-4.9,22 January 2022 - 09:49 PM,2.43,126.91,72,4.9,369  km S 27° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),January,2022
22 January 2022 - 09:12 PM-3.4900-126.4500-4.0,22 January 2022 - 09:12 PM,3.49,126.45,6,4.0,242  km S 28° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),January,2022
22 January 2022 - 05:01 PM-3.1300-126.0400-4.4,22 January 2022 - 05:01 PM,3.13,126.04,13,4.4,262  km S 15° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),January,2022
22 January 2022 - 05:00 PM-7.6400-124.8900-2.4,22 January 2022 - 05:00 PM,7.64,124.89,7,2.4,005  km N 23° W of Kadingilan (Bukidnon),January,2022
22 January 2022 - 04:44 PM-7.6800-124.8100-2.2,22 January 2022 - 04:44 PM,7.68,124.81,23,2.2,010  km S 47° E of Kalilangan (Bukidnon),January,2022
22 January 2022 - 03:46 PM-13.9400-120.4500-2.1,22 January 2022 - 03:46 PM,13.94,120.45,95,2.1,023  km N 60° W of Calatagan (Batangas),January,2022
22 January 2022 - 03:21 PM-5.9200-126.4100-2.9,22 January 2022 - 03:21 PM,5.92,126.41,53,2.9,084  km S 69° E of Don Marcelino (Davao Occidental),January,2022
22 January 2022 - 03:07 PM-2.5700-127.2100-4.1,22 January 2022 - 03:07 PM,2.57,127.21,44,4.1,372  km S 32° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),January,2022
22 January 2022 - 12:36 PM-14.9900-120.0500-2.1,22 January 2022 - 12:36 PM,14.99,120.05,20,2.1,006  km N 41° W of San Antonio (Zambales),January,2022
22 January 2022 - 12:26 PM-3.3800-126.2600-4.0,22 January 2022 - 12:26 PM,3.38,126.26,25,4.0,243  km S 22° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),January,2022
22 January 2022 - 11:52 AM-6.0300-127.0100-3.6,22 January 2022 - 11:52 AM,6.03,127.01,111,3.6,124  km S 56° E of Governor Generoso (Davao Oriental),January,2022
22 January 2022 - 11:48 AM-17.9400-122.4800-3.5,22 January 2022 - 11:48 AM,17.94,122.48,29,3.5,064  km N 85° E of Baggao (Cagayan),January,2022
22 January 2022 - 10:26 AM-3.4100-126.6700-6.1,22 January 2022 - 10:26 AM,3.41,126.67,20,6.1,261  km S 32° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),January,2022
22 January 2022 - 08:55 AM-6.5700-125.9100-2.2,22 January 2022 - 08:55 AM,6.57,125.91,29,2.2,020  km S 63° W of Governor Generoso (Davao Oriental),January,2022
22 January 2022 - 07:42 AM-9.3000-126.4000-3.3,22 January 2022 - 07:42 AM,9.3,126.4,23,3.3,023  km N 82° E of Cortes (Surigao Del Sur),January,2022
22 January 2022 - 06:51 AM-7.9900-125.6700-2.3,22 January 2022 - 06:51 AM,7.99,125.67,82,2.3,024  km N 36° W of Laak (Davao De Oro),January,2022
22 January 2022 - 06:37 AM-17.4000-120.4300-2.9,22 January 2022 - 06:37 AM,17.4,120.43,71,2.9,009  km S 01° W of Santa (Ilocos Sur),January,2022
22 January 2022 - 06:29 AM-12.5000-120.4900-1.7,22 January 2022 - 06:29 AM,12.5,120.49,33,1.7,050  km S 39° W of Sablayan (Occidental Mindoro),January,2022
22 January 2022 - 06:28 AM-13.7100-120.6200-1.6,22 January 2022 - 06:28 AM,13.71,120.62,79,1.6,013  km S 05° W of Calatagan (Batangas),January,2022
22 January 2022 - 05:36 AM-16.8300-119.4900-3.0,22 January 2022 - 05:36 AM,16.83,119.49,15,3.0,065  km N 41° W of Bolinao (Pangasinan),January,2022
22 January 2022 - 04:43 AM-7.4400-126.6500-5.4,22 January 2022 - 04:43 AM,7.44,126.65,115,5.4,018  km S 34° E of Baganga (Davao Oriental),January,2022
22 January 2022 - 04:41 AM-13.2500-120.8800-2.0,22 January 2022 - 04:41 AM,13.25,120.88,3,2.0,025  km N 43° E of Santa Cruz (Occidental Mindoro),January,2022
22 January 2022 - 04:24 AM-8.3600-125.7900-2.3,22 January 2022 - 04:24 AM,8.36,125.79,44,2.3,009  km S 03° E of Talacogon (Agusan Del Sur),January,2022
22 January 2022 - 02:40 AM-20.2800-120.7400-3.1,22 January 2022 - 02:40 AM,20.28,120.74,1,3.1,118  km S 87° W of Sabtang (Batanes),January,2022
22 January 2022 - 02:34 AM-11.2900-125.9300-2.0,22 January 2022 - 02:34 AM,11.29,125.93,1,2.0,036  km N 38° E of Guiuan (Eastern Samar),January,2022
22 January 2022 - 01:58 AM-15.9100-120.9000-2.3,22 January 2022 - 01:58 AM,15.91,120.9,8,2.3,004  km N 02° W of Lupao (Nueva Ecija),January,2022
22 January 2022 - 01:43 AM-13.8200-120.6900-1.9,22 January 2022 - 01:43 AM,13.82,120.69,34,1.9,007  km S 79° E of Calatagan (Batangas),January,2022
22 January 2022 - 01:21 AM-11.2900-125.8100-2.4,22 January 2022 - 01:21 AM,11.29,125.81,1,2.4,023  km S 73° E of Hernani (Eastern Samar),January,2022
22 January 2022 - 01:08 AM-6.5400-125.2000-2.1,22 January 2022 - 01:08 AM,6.54,125.2,4,2.1,011  km S 33° W of Kiblawan (Davao Del Sur),January,2022
22 January 2022 - 12:21 AM-7.2100-122.0300-2.3,22 January 2022 - 12:21 AM,7.21,122.03,35,2.3,034  km N 09° W of City Of Zamboanga (Zamboanga Del Sur),January,2022
21 January 2022 - 10:57 PM-7.8400-126.4000-2.8,21 January 2022 - 10:57 PM,7.84,126.4,79,2.8,004  km S 30° E of Boston (Davao Oriental),January,2022
21 January 2022 - 10:16 PM-13.3500-121.4100-2.2,21 January 2022 - 10:16 PM,13.35,121.41,32,2.2,012  km N 76° E of Naujan (Oriental Mindoro),January,2022
21 January 2022 - 09:59 PM-11.2900-125.8200-2.6,21 January 2022 - 09:59 PM,11.29,125.82,1,2.6,023  km S 75° E of Hernani (Eastern Samar),January,2022
21 January 2022 - 09:06 PM-13.6400-120.6700-1.6,21 January 2022 - 09:06 PM,13.64,120.67,80,1.6,021  km S 11° E of Calatagan (Batangas),January,2022
21 January 2022 - 08:14 PM-6.4000-123.8200-3.0,21 January 2022 - 08:14 PM,6.4,123.82,1,3.0,031  km S 56° W of Kalamansig (Sultan Kudarat),January,2022
21 January 2022 - 08:12 PM-6.5000-123.8300-2.4,21 January 2022 - 08:12 PM,6.5,123.83,1,2.4,025  km S 75° W of Kalamansig (Sultan Kudarat),January,2022
21 January 2022 - 07:59 PM-6.4900-126.9600-3.8,21 January 2022 - 07:59 PM,6.49,126.96,65,3.8,084  km S 43° E of Tarragona (Davao Oriental),January,2022
21 January 2022 - 06:39 PM-6.4400-125.9300-3.1,21 January 2022 - 06:39 PM,6.44,125.93,159,3.1,028  km S 34° W of Governor Generoso (Davao Oriental),January,2022
21 January 2022 - 05:51 PM-13.6800-120.7100-2.0,21 January 2022 - 05:51 PM,13.68,120.71,142,2.0,019  km S 26° E of Calatagan (Batangas),January,2022
21 January 2022 - 05:36 PM-16.9200-121.5400-2.1,21 January 2022 - 05:36 PM,16.92,121.54,32,2.1,007  km N 52° W of San Mateo (Isabela),January,2022
21 January 2022 - 04:06 PM-8.5500-123.4100-2.5,21 January 2022 - 04:06 PM,8.55,123.41,20,2.5,009  km S 64° E of City Of Dipolog (Zamboanga Del Norte),January,2022
21 January 2022 - 03:47 PM-17.7500-120.2200-2.7,21 January 2022 - 03:47 PM,17.75,120.22,34,2.7,025  km S 80° W of Cabugao (Ilocos Sur),January,2022
21 January 2022 - 02:44 PM-15.6700-120.3400-1.7,21 January 2022 - 02:44 PM,15.67,120.34,33,1.7,005  km S 21° W of San Clemente (Tarlac),January,2022
21 January 2022 - 02:42 PM-11.1400-123.9000-2.8,21 January 2022 - 02:42 PM,11.14,123.9,12,2.8,006  km N 83° W of Medellin (Cebu),January,2022
21 January 2022 - 01:40 PM-13.5500-120.5900-2.2,21 January 2022 - 01:40 PM,13.55,120.59,39,2.2,019  km N 51° W of Abra De Ilog (Occidental Mindoro),January,2022
