id,datetime,latitude,longitude,depth_km,magnitude,location,month,year
31 July 2022 - 10:29 AM-17.5400-120.5600-2.5,31 July 2022 - 10:29 AM,17.54,120.56,6,2.5,013  km S 50° W of Tayum (Abra),July,2022
31 July 2022 - 10:21 AM-15.6000-121.1800-1.7,31 July 2022 - 10:21 AM,15.6,121.18,37,1.7,005  km S 50° E of Bongabon (Nueva Ecija),July,2022
31 July 2022 - 10:20 AM-17.3600-120.1700-1.6,31 July 2022 - 10:20 AM,17.36,120.17,1,1.6,030  km N 84° W of San Esteban (Ilocos Sur),July,2022
31 July 2022 - 10:14 AM-17.4500-120.6600-3.1,31 July 2022 - 10:14 AM,17.45,120.66,10,3.1,004  km N 71° W of Manabo (Abra),July,2022
31 July 2022 - 10:00 AM-17.5500-120.5700-2.8,31 July 2022 - 10:00 AM,17.55,120.57,12,2.8,002  km S 44° W of Pidigan (Abra),July,2022
31 July 2022 - 09:55 AM-17.5800-120.5800-2.1,31 July 2022 - 09:55 AM,17.58,120.58,37,2.1,009  km S 63° W of Tayum (Abra),July,2022
31 July 2022 - 09:54 AM-17.4400-120.5800-2.1,31 July 2022 - 09:54 AM,17.44,120.58,9,2.1,003  km N 31° W of Pilar (Abra),July,2022
31 July 2022 - 09:34 AM-17.7100-120.4700-1.6,31 July 2022 - 09:34 AM,17.71,120.47,31,1.6,004  km S 15° E of San Juan (Ilocos Sur),July,2022
31 July 2022 - 09:21 AM-12.1800-121.0200-2.1,31 July 2022 - 09:21 AM,12.18,121.02,1,2.1,020  km S 17° W of San Jose (Occidental Mindoro),July,2022
31 July 2022 - 09:09 AM-17.4000-120.6200-2.4,31 July 2022 - 09:09 AM,17.4,120.62,7,2.4,003  km S 58° E of Pilar (Abra),July,2022
31 July 2022 - 08:49 AM-17.0100-120.6400-2.3,31 July 2022 - 08:49 AM,17.01,120.64,9,2.3,008  km S 21° E of Sigay (Ilocos Sur),July,2022
31 July 2022 - 08:47 AM-6.7000-126.7700-2.0,31 July 2022 - 08:47 AM,6.7,126.77,25,2.0,053  km S 43° E of Tarragona (Davao Oriental),July,2022
31 July 2022 - 08:28 AM-17.4400-120.4500-2.7,31 July 2022 - 08:28 AM,17.44,120.45,8,2.7,008  km S 83° W of Nagbukel (Ilocos Sur),July,2022
31 July 2022 - 08:24 AM-17.5100-120.5500-3.4,31 July 2022 - 08:24 AM,17.51,120.55,17,3.4,004  km S 42° E of San Quintin (Abra),July,2022
31 July 2022 - 08:23 AM-17.4300-120.6200-2.7,31 July 2022 - 08:23 AM,17.43,120.62,5,2.7,014  km N 33° W of Luba (Abra),July,2022
31 July 2022 - 08:18 AM-17.4100-120.5600-3.5,31 July 2022 - 08:18 AM,17.41,120.56,6,3.5,005  km S 42° E of Nagbukel (Ilocos Sur),July,2022
31 July 2022 - 07:51 AM-17.5100-121.0400-2.3,31 July 2022 - 07:51 AM,17.51,121.04,12,2.3,008  km S 23° E of Malibcong (Abra),July,2022
31 July 2022 - 07:11 AM-17.5600-120.6900-2.2,31 July 2022 - 07:11 AM,17.56,120.69,8,2.2,008  km S 27° E of Tayum (Abra),July,2022
31 July 2022 - 06:12 AM-17.7000-120.4400-1.9,31 July 2022 - 06:12 AM,17.7,120.44,8,1.9,002  km N 51° E of Magsingal (Ilocos Sur),July,2022
31 July 2022 - 05:59 AM-17.4400-120.5700-2.0,31 July 2022 - 05:59 AM,17.44,120.57,25,2.0,005  km S 46° W of San Isidro (Abra),July,2022
31 July 2022 - 05:49 AM-17.1000-120.7800-1.8,31 July 2022 - 05:49 AM,17.1,120.78,34,1.8,011  km S 70° E of Quirino (Ilocos Sur),July,2022
31 July 2022 - 05:36 AM-17.5900-120.5700-3.8,31 July 2022 - 05:36 AM,17.59,120.57,5,3.8,007  km N 44° E of San Quintin (Abra),July,2022
31 July 2022 - 05:31 AM-17.6400-120.6200-2.9,31 July 2022 - 05:31 AM,17.64,120.62,1,2.9,004  km N 56° W of Tayum (Abra),July,2022
31 July 2022 - 04:37 AM-17.9900-120.7800-3.3,31 July 2022 - 04:37 AM,17.99,120.78,1,3.3,015  km N 56° E of Nueva Era (Ilocos Norte),July,2022
31 July 2022 - 04:16 AM-17.4500-120.5700-2.3,31 July 2022 - 04:16 AM,17.45,120.57,21,2.3,005  km N 82° E of Nagbukel (Ilocos Sur),July,2022
31 July 2022 - 04:01 AM-17.5800-120.6900-2.9,31 July 2022 - 04:01 AM,17.58,120.69,19,2.9,006  km S 43° E of Tayum (Abra),July,2022
31 July 2022 - 03:40 AM-17.6900-120.4400-2.4,31 July 2022 - 03:40 AM,17.69,120.44,15,2.4,002  km N 58° E of Magsingal (Ilocos Sur),July,2022
31 July 2022 - 03:26 AM-17.9600-120.7000-2.9,31 July 2022 - 03:26 AM,17.96,120.7,5,2.9,007  km N 35° E of Nueva Era (Ilocos Norte),July,2022
31 July 2022 - 03:19 AM-17.5000-120.3600-2.0,31 July 2022 - 03:19 AM,17.5,120.36,1,2.0,017  km S 74° W of San Quintin (Abra),July,2022
31 July 2022 - 03:17 AM-17.5700-120.6200-2.7,31 July 2022 - 03:17 AM,17.57,120.62,7,2.7,003  km N 86° W of PeÃ±arrubia (Abra),July,2022
31 July 2022 - 03:11 AM-17.6400-120.6200-2.1,31 July 2022 - 03:11 AM,17.64,120.62,11,2.1,004  km N 57° W of Tayum (Abra),July,2022
31 July 2022 - 03:09 AM-16.8200-120.7900-2.3,31 July 2022 - 03:09 AM,16.82,120.79,1,2.3,004  km N 54° W of Buguias (Benguet),July,2022
31 July 2022 - 02:53 AM-17.8500-120.6300-2.6,31 July 2022 - 02:53 AM,17.85,120.63,19,2.6,007  km S 24° W of Nueva Era (Ilocos Norte),July,2022
31 July 2022 - 02:49 AM-17.5600-120.6600-2.2,31 July 2022 - 02:49 AM,17.56,120.66,17,2.2,006  km S 02° E of Tayum (Abra),July,2022
31 July 2022 - 02:47 AM-17.2100-120.4600-1.9,31 July 2022 - 02:47 AM,17.21,120.46,21,1.9,013  km S 75° W of San Emilio (Ilocos Sur),July,2022
31 July 2022 - 02:39 AM-6.0800-126.0100-3.2,31 July 2022 - 02:39 AM,6.08,126.01,133,3.2,044  km N 66° E of Jose Abad Santos (Davao Occidental),July,2022
31 July 2022 - 02:35 AM-17.6500-120.6700-3.1,31 July 2022 - 02:35 AM,17.65,120.67,15,3.1,004  km N 30° E of Tayum (Abra),July,2022
31 July 2022 - 02:28 AM-10.3100-126.3500-2.4,31 July 2022 - 02:28 AM,10.31,126.35,14,2.4,044  km N 43° E of Burgos (Surigao Del Norte),July,2022
31 July 2022 - 02:07 AM-17.4900-120.5800-2.6,31 July 2022 - 02:07 AM,17.49,120.58,16,2.6,003  km N 39° W of San Isidro (Abra),July,2022
31 July 2022 - 02:02 AM-17.6200-120.6600-1.8,31 July 2022 - 02:02 AM,17.62,120.66,22,1.8,001  km N 52° E of Tayum (Abra),July,2022
31 July 2022 - 02:00 AM-17.4300-120.6000-2.6,31 July 2022 - 02:00 AM,17.43,120.6,15,2.6,004  km S 02° W of San Isidro (Abra),July,2022
31 July 2022 - 01:56 AM-17.4300-120.7000-2.7,31 July 2022 - 01:56 AM,17.43,120.7,2,2.7,000  km N 75° W of Manabo (Abra),July,2022
31 July 2022 - 01:50 AM-17.4800-120.5100-2.7,31 July 2022 - 01:50 AM,17.48,120.51,17,2.7,007  km S 07° W of San Quintin (Abra),July,2022
31 July 2022 - 01:39 AM-17.2000-120.6700-2.5,31 July 2022 - 01:39 AM,17.2,120.67,20,2.5,010  km S 66° E of San Emilio (Ilocos Sur),July,2022
31 July 2022 - 01:28 AM-17.5000-120.7600-1.8,31 July 2022 - 01:28 AM,17.5,120.76,8,1.8,010  km N 37° E of Manabo (Abra),July,2022
31 July 2022 - 01:25 AM-17.5000-120.7000-2.1,31 July 2022 - 01:25 AM,17.5,120.7,17,2.1,013  km S 22° E of Tayum (Abra),July,2022
31 July 2022 - 01:18 AM-17.5200-120.5300-2.8,31 July 2022 - 01:18 AM,17.52,120.53,1,2.8,003  km S 23° E of San Quintin (Abra),July,2022
31 July 2022 - 12:19 AM-17.4700-120.4700-2.4,31 July 2022 - 12:19 AM,17.47,120.47,1,2.4,005  km N 03° W of Narvacan (Ilocos Sur),July,2022
31 July 2022 - 12:15 AM-17.3900-120.4800-2.3,31 July 2022 - 12:15 AM,17.39,120.48,13,2.3,002  km N 06° W of Santa Maria (Ilocos Sur),July,2022
31 July 2022 - 12:05 AM-17.6100-120.4900-2.2,31 July 2022 - 12:05 AM,17.61,120.49,9,2.2,008  km N 21° W of San Quintin (Abra),July,2022
30 July 2022 - 11:53 PM-17.5400-120.6300-1.8,30 July 2022 - 11:53 PM,17.54,120.63,22,1.8,004  km S 36° W of PeÃ±arrubia (Abra),July,2022
30 July 2022 - 11:48 PM-17.5500-120.6600-2.7,30 July 2022 - 11:48 PM,17.55,120.66,4,2.7,008  km S 04° E of Tayum (Abra),July,2022
30 July 2022 - 11:45 PM-15.9600-120.1500-3.4,30 July 2022 - 11:45 PM,15.96,120.15,13,3.4,007  km N 84° W of Bugallon (Pangasinan),July,2022
30 July 2022 - 11:41 PM-9.7700-125.3500-3.4,30 July 2022 - 11:41 PM,9.77,125.35,13,3.4,008  km S 82° W of San Francisco (Surigao Del Norte),July,2022
30 July 2022 - 11:33 PM-17.5400-120.5900-2.2,30 July 2022 - 11:33 PM,17.54,120.59,32,2.2,011  km S 39° W of Tayum (Abra),July,2022
30 July 2022 - 11:30 PM-17.5800-120.7100-2.2,30 July 2022 - 11:30 PM,17.58,120.71,21,2.2,008  km S 55° E of Tayum (Abra),July,2022
30 July 2022 - 11:25 PM-17.1900-120.8300-3.2,30 July 2022 - 11:25 PM,17.19,120.83,8,3.2,014  km S 56° E of Tubo (Abra),July,2022
30 July 2022 - 11:15 PM-17.5800-120.4700-2.5,30 July 2022 - 11:15 PM,17.58,120.47,4,2.5,006  km N 54° W of San Quintin (Abra),July,2022
30 July 2022 - 11:13 PM-17.5400-120.4200-2.0,30 July 2022 - 11:13 PM,17.54,120.42,3,2.0,011  km S 89° W of San Quintin (Abra),July,2022
30 July 2022 - 10:59 PM-17.8900-120.6000-2.9,30 July 2022 - 10:59 PM,17.89,120.6,1,2.9,021  km N 32° W of Lagayan (Abra),July,2022
30 July 2022 - 10:32 PM-17.9600-120.8900-2.4,30 July 2022 - 10:32 PM,17.96,120.89,1,2.4,024  km N 77° E of Nueva Era (Ilocos Norte),July,2022
30 July 2022 - 10:27 PM-17.7500-120.6500-2.7,30 July 2022 - 10:27 PM,17.75,120.65,1,2.7,014  km N 01° W of Tayum (Abra),July,2022
30 July 2022 - 10:15 PM-17.0700-120.7400-2.0,30 July 2022 - 10:15 PM,17.07,120.74,22,2.0,010  km S 41° E of Quirino (Ilocos Sur),July,2022
30 July 2022 - 10:11 PM-16.8000-120.8300-2.0,30 July 2022 - 10:11 PM,16.8,120.83,23,2.0,001  km N 65° E of Buguias (Benguet),July,2022
30 July 2022 - 10:00 PM-17.5600-120.6500-2.3,30 July 2022 - 10:00 PM,17.56,120.65,9,2.3,006  km S 07° W of Tayum (Abra),July,2022
30 July 2022 - 09:56 PM-17.1000-120.6300-2.7,30 July 2022 - 09:56 PM,17.1,120.63,10,2.7,007  km S 45° W of Quirino (Ilocos Sur),July,2022
30 July 2022 - 09:42 PM-17.2400-120.6300-1.8,30 July 2022 - 09:42 PM,17.24,120.63,18,1.8,010  km S 79° W of Tubo (Abra),July,2022
30 July 2022 - 09:36 PM-10.2200-126.3500-2.9,30 July 2022 - 09:36 PM,10.22,126.35,19,2.9,037  km N 54° E of Burgos (Surigao Del Norte),July,2022
30 July 2022 - 09:19 PM-17.5000-120.5700-2.2,30 July 2022 - 09:19 PM,17.5,120.57,24,2.2,005  km N 44° W of San Isidro (Abra),July,2022
30 July 2022 - 08:59 PM-17.5500-120.5300-2.3,30 July 2022 - 08:59 PM,17.55,120.53,1,2.3,015  km S 62° W of Tayum (Abra),July,2022
30 July 2022 - 08:39 PM-17.6400-120.5200-2.7,30 July 2022 - 08:39 PM,17.64,120.52,2,2.7,015  km N 80° W of Tayum (Abra),July,2022
30 July 2022 - 08:00 PM-17.6000-120.5300-2.9,30 July 2022 - 08:00 PM,17.6,120.53,1,2.9,007  km N 08° E of San Quintin (Abra),July,2022
30 July 2022 - 07:49 PM-17.6000-120.5800-2.3,30 July 2022 - 07:49 PM,17.6,120.58,29,2.3,008  km S 75° W of Tayum (Abra),July,2022
30 July 2022 - 07:37 PM-17.5500-121.0600-2.3,30 July 2022 - 07:37 PM,17.55,121.06,5,2.3,006  km S 58° E of Malibcong (Abra),July,2022
30 July 2022 - 07:32 PM-17.5700-120.6600-2.9,30 July 2022 - 07:32 PM,17.57,120.66,15,2.9,005  km S 03° E of Tayum (Abra),July,2022
30 July 2022 - 07:20 PM-17.2100-120.4900-2.8,30 July 2022 - 07:20 PM,17.21,120.49,6,2.8,010  km S 71° W of San Emilio (Ilocos Sur),July,2022
30 July 2022 - 07:19 PM-17.2200-120.5100-1.9,30 July 2022 - 07:19 PM,17.22,120.51,6,1.9,010  km N 51° E of City Of Candon (Ilocos Sur),July,2022
30 July 2022 - 06:58 PM-17.5600-120.6000-2.8,30 July 2022 - 06:58 PM,17.56,120.6,17,2.8,009  km N 78° E of San Quintin (Abra),July,2022
30 July 2022 - 06:54 PM-11.2600-124.6200-2.7,30 July 2022 - 06:54 PM,11.26,124.62,6,2.7,005  km S 41° W of Capoocan (Leyte),July,2022
30 July 2022 - 06:50 PM-17.5000-120.7200-2.7,30 July 2022 - 06:50 PM,17.5,120.72,8,2.7,010  km S 45° E of PeÃ±arrubia (Abra),July,2022
30 July 2022 - 06:28 PM-16.9500-120.6700-2.0,30 July 2022 - 06:28 PM,16.95,120.67,27,2.0,008  km S 58° W of Cervantes (Ilocos Sur),July,2022
30 July 2022 - 05:59 PM-17.5200-121.0200-2.1,30 July 2022 - 05:59 PM,17.52,121.02,5,2.1,006  km S 11° E of Malibcong (Abra),July,2022
30 July 2022 - 05:46 PM-17.6500-120.4300-2.5,30 July 2022 - 05:46 PM,17.65,120.43,23,2.5,004  km S 03° E of Magsingal (Ilocos Sur),July,2022
30 July 2022 - 05:36 PM-17.4800-120.6600-3.5,30 July 2022 - 05:36 PM,17.48,120.66,8,3.5,007  km N 71° E of San Isidro (Abra),July,2022
30 July 2022 - 05:22 PM-15.3600-120.1200-2.9,30 July 2022 - 05:22 PM,15.36,120.12,13,2.9,013  km N 52° E of Botolan (Zambales),July,2022
30 July 2022 - 05:15 PM-17.5800-120.7300-1.7,30 July 2022 - 05:15 PM,17.58,120.73,10,1.7,009  km S 64° E of Tayum (Abra),July,2022
30 July 2022 - 05:04 PM-17.4700-120.6400-2.1,30 July 2022 - 05:04 PM,17.47,120.64,19,2.1,004  km N 85° E of San Isidro (Abra),July,2022
30 July 2022 - 05:00 PM-11.2700-124.5900-4.3,30 July 2022 - 05:00 PM,11.27,124.59,7,4.3,006  km S 71° W of Capoocan (Leyte),July,2022
30 July 2022 - 04:59 PM-17.6200-120.4600-2.0,30 July 2022 - 04:59 PM,17.62,120.46,7,2.0,006  km S 68° E of Santo Domingo (Ilocos Sur),July,2022
30 July 2022 - 04:39 PM-17.5100-120.6600-3.5,30 July 2022 - 04:39 PM,17.51,120.66,6,3.5,012  km S 02° E of Tayum (Abra),July,2022
30 July 2022 - 04:37 PM-9.4000-126.1400-2.5,30 July 2022 - 04:37 PM,9.4,126.14,21,2.5,014  km N 22° W of Cortes (Surigao Del Sur),July,2022
30 July 2022 - 03:46 PM-17.5000-120.8100-2.0,30 July 2022 - 03:46 PM,17.5,120.81,11,2.0,014  km N 59° E of Manabo (Abra),July,2022
30 July 2022 - 03:31 PM-17.5100-120.5800-2.2,30 July 2022 - 03:31 PM,17.51,120.58,1,2.2,014  km S 34° W of Tayum (Abra),July,2022
30 July 2022 - 02:55 PM-17.5600-120.6600-2.2,30 July 2022 - 02:55 PM,17.56,120.66,9,2.2,007  km S 10° E of Tayum (Abra),July,2022
30 July 2022 - 02:37 PM-17.5300-120.7000-2.1,30 July 2022 - 02:37 PM,17.53,120.7,11,2.1,002  km S 67° W of Bucay (Abra),July,2022
30 July 2022 - 02:31 PM-17.4300-120.6700-2.0,30 July 2022 - 02:31 PM,17.43,120.67,7,2.0,004  km S 88° W of Manabo (Abra),July,2022
30 July 2022 - 02:18 PM-17.3800-120.6300-2.3,30 July 2022 - 02:18 PM,17.38,120.63,21,2.3,009  km S 53° W of Manabo (Abra),July,2022
30 July 2022 - 01:54 PM-17.4300-120.5300-2.1,30 July 2022 - 01:54 PM,17.43,120.53,17,2.1,010  km S 82° W of Villaviciosa (Abra),July,2022
30 July 2022 - 01:24 PM-17.2700-120.6600-2.5,30 July 2022 - 01:24 PM,17.27,120.66,18,2.5,018  km S 22° E of Pilar (Abra),July,2022
30 July 2022 - 01:12 PM-16.8000-120.8100-2.2,30 July 2022 - 01:12 PM,16.8,120.81,9,2.2,001  km S 78° W of Buguias (Benguet),July,2022
30 July 2022 - 01:06 PM-17.4000-120.6100-2.0,30 July 2022 - 01:06 PM,17.4,120.61,20,2.0,002  km S 38° E of Pilar (Abra),July,2022
30 July 2022 - 01:04 PM-17.6200-120.6200-2.4,30 July 2022 - 01:04 PM,17.62,120.62,11,2.4,004  km West of Tayum (Abra),July,2022
30 July 2022 - 12:59 PM-17.5900-120.7300-2.6,30 July 2022 - 12:59 PM,17.59,120.73,11,2.6,009  km S 69° E of Tayum (Abra),July,2022
30 July 2022 - 12:57 PM-17.6700-120.5000-3.5,30 July 2022 - 12:57 PM,17.67,120.5,2,3.5,012  km N 63° E of San Ildefonso (Ilocos Sur),July,2022
30 July 2022 - 12:52 PM-17.5900-120.7100-2.3,30 July 2022 - 12:52 PM,17.59,120.71,18,2.3,007  km S 59° E of Tayum (Abra),July,2022
30 July 2022 - 12:46 PM-17.2300-120.5600-3.3,30 July 2022 - 12:46 PM,17.23,120.56,4,3.3,009  km N 14° E of Salcedo (Ilocos Sur),July,2022
30 July 2022 - 12:42 PM-17.7400-120.3500-3.0,30 July 2022 - 12:42 PM,17.74,120.35,2,3.0,009  km N 53° W of Magsingal (Ilocos Sur),July,2022
30 July 2022 - 12:34 PM-17.6600-120.4900-4.0,30 July 2022 - 12:34 PM,17.66,120.49,1,4.0,008  km S 69° E of Magsingal (Ilocos Sur),July,2022
30 July 2022 - 12:23 PM-17.6200-120.6600-1.8,30 July 2022 - 12:23 PM,17.62,120.66,3,1.8,001  km N 82° E of Tayum (Abra),July,2022
30 July 2022 - 12:16 PM-17.4800-120.4500-2.6,30 July 2022 - 12:16 PM,17.48,120.45,1,2.6,002  km S 83° E of Santa (Ilocos Sur),July,2022
30 July 2022 - 12:06 PM-17.6700-120.5100-2.2,30 July 2022 - 12:06 PM,17.67,120.51,8,2.2,016  km N 69° W of Tayum (Abra),July,2022
30 July 2022 - 11:51 AM-17.7400-120.5700-3.0,30 July 2022 - 11:51 AM,17.74,120.57,31,3.0,016  km N 17° W of Bangued (Abra),July,2022
30 July 2022 - 11:44 AM-10.9100-124.7700-2.8,30 July 2022 - 11:44 AM,10.91,124.77,2,2.8,015  km S 62° W of Burauen (Leyte),July,2022
30 July 2022 - 11:35 AM-17.4100-120.6100-2.8,30 July 2022 - 11:35 AM,17.41,120.61,12,2.8,002  km S 61° E of Pilar (Abra),July,2022
30 July 2022 - 11:20 AM-15.3800-119.7800-3.2,30 July 2022 - 11:20 AM,15.38,119.78,20,3.2,011  km S 65° W of Palauig (Zambales),July,2022
30 July 2022 - 11:09 AM-11.7400-125.7400-2.9,30 July 2022 - 11:09 AM,11.74,125.74,10,2.9,031  km S 87° E of San Julian (Eastern Samar),July,2022
30 July 2022 - 10:59 AM-17.4900-120.5800-3.0,30 July 2022 - 10:59 AM,17.49,120.58,10,3.0,009  km N 13° W of Pilar (Abra),July,2022
30 July 2022 - 10:54 AM-17.5000-120.5900-2.3,30 July 2022 - 10:54 AM,17.5,120.59,6,2.3,004  km N 13° W of San Isidro (Abra),July,2022
30 July 2022 - 10:26 AM-17.7600-120.6800-2.5,30 July 2022 - 10:26 AM,17.76,120.68,1,2.5,016  km N 08° E of Tayum (Abra),July,2022
30 July 2022 - 10:09 AM-16.7900-120.8000-2.7,30 July 2022 - 10:09 AM,16.79,120.8,4,2.7,003  km S 74° W of Buguias (Benguet),July,2022
30 July 2022 - 09:57 AM-17.3800-120.5600-2.0,30 July 2022 - 09:57 AM,17.38,120.56,12,2.0,005  km S 47° W of Pilar (Abra),July,2022
30 July 2022 - 09:48 AM-17.5100-120.5000-2.2,30 July 2022 - 09:48 AM,17.51,120.5,3,2.2,005  km S 32° W of San Quintin (Abra),July,2022
30 July 2022 - 09:17 AM-17.4000-120.4900-2.3,30 July 2022 - 09:17 AM,17.4,120.49,1,2.3,003  km S 34° E of Narvacan (Ilocos Sur),July,2022
30 July 2022 - 08:52 AM-17.2200-120.5200-1.7,30 July 2022 - 08:52 AM,17.22,120.52,6,1.7,006  km S 74° W of San Emilio (Ilocos Sur),July,2022
30 July 2022 - 08:32 AM-17.2100-120.5700-2.7,30 July 2022 - 08:32 AM,17.21,120.57,11,2.7,003  km S 17° W of San Emilio (Ilocos Sur),July,2022
30 July 2022 - 08:22 AM-17.6100-120.5800-3.1,30 July 2022 - 08:22 AM,17.61,120.58,4,3.1,008  km S 82° W of Tayum (Abra),July,2022
30 July 2022 - 08:09 AM-17.2100-120.5100-3.9,30 July 2022 - 08:09 AM,17.21,120.51,3,3.9,008  km S 66° W of San Emilio (Ilocos Sur),July,2022
30 July 2022 - 08:00 AM-17.4900-120.6300-2.3,30 July 2022 - 08:00 AM,17.49,120.63,2,2.3,004  km N 47° E of San Isidro (Abra),July,2022
30 July 2022 - 07:54 AM-17.3000-120.6000-2.1,30 July 2022 - 07:54 AM,17.3,120.6,5,2.1,007  km N 21° E of San Emilio (Ilocos Sur),July,2022
30 July 2022 - 07:38 AM-17.5000-120.6100-2.2,30 July 2022 - 07:38 AM,17.5,120.61,23,2.2,004  km N 11° E of San Isidro (Abra),July,2022
30 July 2022 - 07:26 AM-17.4900-120.5500-2.4,30 July 2022 - 07:26 AM,17.49,120.55,22,2.4,006  km N 67° W of San Isidro (Abra),July,2022
30 July 2022 - 07:22 AM-17.7000-120.6000-2.8,30 July 2022 - 07:22 AM,17.7,120.6,1,2.8,010  km N 33° W of Tayum (Abra),July,2022
30 July 2022 - 06:52 AM-17.6600-120.7100-1.6,30 July 2022 - 06:52 AM,17.66,120.71,20,1.6,007  km N 50° E of Tayum (Abra),July,2022
30 July 2022 - 06:49 AM-17.6800-120.6100-2.7,30 July 2022 - 06:49 AM,17.68,120.61,1,2.7,008  km N 35° W of Tayum (Abra),July,2022
30 July 2022 - 06:46 AM-17.3700-120.9900-1.6,30 July 2022 - 06:46 AM,17.37,120.99,21,1.6,016  km S 61° E of Bucloc (Abra),July,2022
30 July 2022 - 05:57 AM-13.4500-120.2100-2.5,30 July 2022 - 05:57 AM,13.45,120.21,11,2.5,028  km N 81° W of Paluan (Occidental Mindoro),July,2022
30 July 2022 - 05:55 AM-17.5500-120.7700-2.3,30 July 2022 - 05:55 AM,17.55,120.77,5,2.3,014  km S 59° E of Tayum (Abra),July,2022
30 July 2022 - 05:44 AM-17.5200-120.6600-2.2,30 July 2022 - 05:44 AM,17.52,120.66,18,2.2,006  km S 67° W of Bucay (Abra),July,2022
30 July 2022 - 05:23 AM-17.9600-120.6700-3.0,30 July 2022 - 05:23 AM,17.96,120.67,2,3.0,005  km N 11° E of Nueva Era (Ilocos Norte),July,2022
30 July 2022 - 04:58 AM-17.6000-120.5300-2.4,30 July 2022 - 04:58 AM,17.6,120.53,9,2.4,007  km N 09° E of San Quintin (Abra),July,2022
30 July 2022 - 04:43 AM-17.2500-120.6200-3.8,30 July 2022 - 04:43 AM,17.25,120.62,7,3.8,005  km N 79° E of San Emilio (Ilocos Sur),July,2022
30 July 2022 - 04:35 AM-17.1300-120.6600-3.2,30 July 2022 - 04:35 AM,17.13,120.66,1,3.2,001  km S 77° W of Quirino (Ilocos Sur),July,2022
30 July 2022 - 04:30 AM-17.4500-120.6900-2.8,30 July 2022 - 04:30 AM,17.45,120.69,4,2.8,002  km N 40° W of Manabo (Abra),July,2022
30 July 2022 - 04:24 AM-17.6200-120.7300-2.1,30 July 2022 - 04:24 AM,17.62,120.73,14,2.1,008  km S 89° E of Tayum (Abra),July,2022
30 July 2022 - 04:12 AM-17.4600-120.5700-3.4,30 July 2022 - 04:12 AM,17.46,120.57,10,3.4,004  km S 85° W of San Isidro (Abra),July,2022
30 July 2022 - 04:08 AM-13.3800-120.1700-3.1,30 July 2022 - 04:08 AM,13.38,120.17,9,3.1,033  km S 83° W of Paluan (Occidental Mindoro),July,2022
30 July 2022 - 04:06 AM-17.5800-120.6100-1.8,30 July 2022 - 04:06 AM,17.58,120.61,9,1.8,007  km S 49° W of Tayum (Abra),July,2022
30 July 2022 - 04:01 AM-17.9200-120.4500-1.7,30 July 2022 - 04:01 AM,17.92,120.45,10,1.7,006  km N 02° W of Sinait (Ilocos Sur),July,2022
30 July 2022 - 04:00 AM-17.1400-120.6800-1.6,30 July 2022 - 04:00 AM,17.14,120.68,11,1.6,001  km North of Quirino (Ilocos Sur),July,2022
30 July 2022 - 03:56 AM-17.4300-120.7000-2.9,30 July 2022 - 03:56 AM,17.43,120.7,9,2.9,001  km S 59° W of Manabo (Abra),July,2022
30 July 2022 - 03:47 AM-17.4400-120.6600-2.8,30 July 2022 - 03:47 AM,17.44,120.66,1,2.8,005  km N 81° W of Manabo (Abra),July,2022
30 July 2022 - 03:14 AM-17.5400-120.6700-2.1,30 July 2022 - 03:14 AM,17.54,120.67,18,2.1,005  km N 81° W of Bucay (Abra),July,2022
30 July 2022 - 03:12 AM-17.8200-120.5400-2.0,30 July 2022 - 03:12 AM,17.82,120.54,1,2.0,011  km N 46° E of San Juan (Ilocos Sur),July,2022
30 July 2022 - 03:10 AM-17.5500-120.5800-2.3,30 July 2022 - 03:10 AM,17.55,120.58,9,2.3,010  km S 48° W of Tayum (Abra),July,2022
30 July 2022 - 03:03 AM-17.8700-120.5900-3.6,30 July 2022 - 03:03 AM,17.87,120.59,1,3.6,009  km S 59° W of Nueva Era (Ilocos Norte),July,2022
30 July 2022 - 03:02 AM-17.6400-120.5800-2.2,30 July 2022 - 03:02 AM,17.64,120.58,29,2.2,008  km N 72° W of Tayum (Abra),July,2022
30 July 2022 - 02:52 AM-17.4900-120.5800-2.6,30 July 2022 - 02:52 AM,17.49,120.58,21,2.6,004  km N 38° W of San Isidro (Abra),July,2022
30 July 2022 - 02:49 AM-17.4800-120.7800-1.4,30 July 2022 - 02:49 AM,17.48,120.78,7,1.4,010  km S 46° E of Bucay (Abra),July,2022
30 July 2022 - 02:36 AM-17.6100-120.7800-1.6,30 July 2022 - 02:36 AM,17.61,120.78,10,1.6,004  km N 87° E of Lagangilang (Abra),July,2022
30 July 2022 - 02:27 AM-17.3400-120.7600-1.8,30 July 2022 - 02:27 AM,17.34,120.76,9,1.8,007  km N 74° E of Luba (Abra),July,2022
30 July 2022 - 02:26 AM-15.7900-121.1900-1.9,30 July 2022 - 02:26 AM,15.79,121.19,29,1.9,013  km N 47° E of Rizal (Nueva Ecija),July,2022
30 July 2022 - 02:25 AM-17.6500-120.6800-1.4,30 July 2022 - 02:25 AM,17.65,120.68,32,1.4,005  km N 31° E of Tayum (Abra),July,2022
30 July 2022 - 02:24 AM-16.8200-121.4800-2.5,30 July 2022 - 02:24 AM,16.82,121.48,22,2.5,012  km S 05° W of Alfonso Lista (Ifugao),July,2022
